100000 	 128.474224 
100000 	 226.695521 
100000 	 131.084129 
100000 	 223.456990 
100000 	 215.593361 
100000 	 238.208363 
100000 	 217.382754 
100000 	 233.283653 
100000 	 227.424378 
100000 	 131.081398 
300000 	 386.473688 
300000 	 593.445889 
300000 	 376.851938 
300000 	 605.798155 
300000 	 593.525201 
300000 	 605.133766 
300000 	 592.488026 
300000 	 624.190922 
300000 	 404.180025 
300000 	 604.558187 
500000 	 869.560638 
500000 	 879.426404 
500000 	 897.460332 
500000 	 688.355463 
500000 	 778.361704 
500000 	 878.640086 
500000 	 870.333369 
500000 	 898.494989 
500000 	 633.036798 
500000 	 702.136318 
700000 	 1116.080331 
700000 	 979.225573 
700000 	 1128.816965 
700000 	 1115.344658 
700000 	 1120.630721 
700000 	 1107.992619 
700000 	 1083.357343 
700000 	 839.910031 
700000 	 906.672773 
700000 	 953.680812 
900000 	 1243.224016 
900000 	 1271.285738 
900000 	 1173.351311 
900000 	 837.903369 
900000 	 1266.869457 
900000 	 1264.473123 
900000 	 1266.853015 
900000 	 834.456603 
900000 	 2562.301465 
900000 	 2604.580363 
1100000 	 1451.840454 
1100000 	 2606.578791 
1100000 	 1451.485580 
1100000 	 2603.762776 
1100000 	 2625.783865 
1100000 	 1456.628199 
1100000 	 1453.904439 
1100000 	 1440.645100 
1100000 	 2593.614216 
1100000 	 1456.252248 
1300000 	 1517.808440 
1300000 	 2668.999600 
1300000 	 1525.094527 
1300000 	 2666.432204 
1300000 	 1528.767912 
1300000 	 2651.276822 
1300000 	 2673.056783 
1300000 	 2662.931109 
1300000 	 1518.393129 
1300000 	 2675.087098 
1500000 	 2689.399874 
1500000 	 2682.742381 
1500000 	 1772.816460 
1500000 	 1640.992930 
1500000 	 1645.257303 
1500000 	 2676.182391 
1500000 	 1639.905048 
1500000 	 2666.761784 
1500000 	 2688.071416 
1500000 	 2683.856556 
1700000 	 2717.479031 
1700000 	 2702.343158 
1700000 	 2694.338139 
1700000 	 1742.501329 
1700000 	 2711.881755 
1700000 	 1741.887085 
1700000 	 2713.985831 
1700000 	 2719.315493 
1700000 	 2478.255540 
1700000 	 2713.237774 
1900000 	 1739.076041 
1900000 	 1734.311450 
1900000 	 2528.237137 
1900000 	 2486.096135 
1900000 	 2501.384330 
1900000 	 2513.305698 
1900000 	 2457.868352 
1900000 	 2459.243895 
1900000 	 1736.022942 
1900000 	 2462.164614 
2100000 	 2578.159854 
2100000 	 2578.835173 
2100000 	 2525.694756 
2100000 	 2543.145982 
2100000 	 2548.164145 
2100000 	 2575.751133 
2100000 	 1781.933149 
2100000 	 2541.962744 
2100000 	 2535.601984 
2100000 	 2546.185505 
2300000 	 2577.360678 
2300000 	 2556.730604 
2300000 	 2556.251747 
2300000 	 2574.244823 
2300000 	 2571.797104 
2300000 	 2489.654178 
2300000 	 2557.040517 
2300000 	 2554.687387 
2300000 	 2562.946241 
2300000 	 2540.796560 
2500000 	 2572.453185 
2500000 	 1877.952709 
2500000 	 2586.117730 
2500000 	 2603.826847 
2500000 	 2568.715630 
2500000 	 1858.383276 
2500000 	 2595.526012 
2500000 	 2594.955030 
2500000 	 2584.046957 
2500000 	 2593.339188 
2700000 	 2626.938729 
2700000 	 2595.530138 
2700000 	 1977.319177 
2700000 	 2594.349000 
2700000 	 2606.007256 
2700000 	 2600.571135 
2700000 	 2615.955071 
2700000 	 2633.974892 
2700000 	 1880.346451 
2700000 	 2609.783420 
2900000 	 2628.523306 
2900000 	 2637.018137 
2900000 	 2609.651290 
2900000 	 2611.275565 
2900000 	 2649.681892 
2900000 	 2631.181741 
2900000 	 2650.614125 
2900000 	 2649.523339 
2900000 	 2617.723894 
2900000 	 2640.679226 
3100000 	 2651.325183 
3100000 	 2625.935458 
3100000 	 2638.529202 
3100000 	 2619.939515 
3100000 	 2022.180199 
3100000 	 2620.397283 
3100000 	 2658.478094 
3100000 	 2608.733819 
3100000 	 2637.138902 
3100000 	 2625.688645 
3300000 	 2649.322241 
3300000 	 2642.589555 
3300000 	 2647.300885 
3300000 	 2653.745726 
3300000 	 2652.107911 
3300000 	 2664.755086 
3300000 	 2640.108909 
3300000 	 2655.111166 
3300000 	 2604.942244 
3300000 	 2635.310832 
3500000 	 2692.177940 
3500000 	 2680.596351 
3500000 	 2685.682072 
3500000 	 2668.431451 
3500000 	 2684.919976 
3500000 	 2667.202123 
3500000 	 2708.237446 
3500000 	 2685.743482 
3500000 	 2662.229673 
3500000 	 2672.785685 
3700000 	 2733.467652 
3700000 	 2677.234491 
3700000 	 2706.751235 
3700000 	 2696.767032 
3700000 	 2697.587128 
3700000 	 2693.154864 
3700000 	 2705.421399 
3700000 	 2684.459661 
3700000 	 2698.901761 
3700000 	 2720.298631 
3900000 	 2769.578025 
3900000 	 2727.431825 
3900000 	 2739.718692 
3900000 	 2136.717215 
3900000 	 2763.598363 
3900000 	 2623.351551 
3900000 	 2717.448342 
3900000 	 2731.150646 
3900000 	 2729.801395 
3900000 	 2722.632137 
