0	7	7	100000	4096	21.3623	0.0374598	570.272
0	7	7	100000	4096	21.3623	0.0342767	623.231
0	7	7	100000	4096	21.3623	0.0367428	581.402
0	7	7	100000	4096	21.3623	0.0372539	573.424
0	7	7	100000	4096	21.3623	0.0369192	578.623
0	7	7	100000	4096	21.3623	0.0361419	591.068
0	7	7	100000	4096	21.3623	0.0364882	585.457
0	7	7	100000	4096	21.3623	0.0354597	602.439
0	7	7	100000	4096	21.3623	0.0369879	577.548
0	7	7	100000	4096	21.3623	0.0374095	571.039
0	7	7	100000	4096	21.3623	0.0358384	596.073
0	7	7	100000	4096	21.3623	0.0355562	600.804
0	7	7	100000	4096	21.3623	0.0370903	575.954
0	7	7	100000	4096	21.3623	0.0352632	605.795
0	7	7	100000	4096	21.3623	0.0378081	565.019
0	7	7	100000	4096	21.3623	0.0365627	584.265
0	7	7	100000	4096	21.3623	0.0360309	592.889
0	7	7	100000	4096	21.3623	0.0377766	565.491
0	7	7	100000	4096	21.3623	0.0346689	616.18
0	7	7	100000	4096	21.3623	0.0365457	584.537
0	7	7	200000	4096	42.7246	0.0544636	784.461
0	7	7	200000	4096	42.7246	0.0501874	851.301
0	7	7	200000	4096	42.7246	0.0529702	806.578
0	7	7	200000	4096	42.7246	0.0527944	809.264
0	7	7	200000	4096	42.7246	0.0581766	734.396
0	7	7	200000	4096	42.7246	0.0544649	784.443
0	7	7	200000	4096	42.7246	0.0535725	797.51
0	7	7	200000	4096	42.7246	0.0500879	852.992
0	7	7	200000	4096	42.7246	0.05646	756.724
0	7	7	200000	4096	42.7246	0.0530901	804.757
0	7	7	200000	4096	42.7246	0.0525002	813.798
0	7	7	200000	4096	42.7246	0.0507961	841.101
0	7	7	200000	4096	42.7246	0.0539612	791.766
0	7	7	200000	4096	42.7246	0.0527201	810.405
0	7	7	200000	4096	42.7246	0.0489081	873.57
0	7	7	200000	4096	42.7246	0.0551618	774.532
0	7	7	200000	4096	42.7246	0.0562558	759.471
0	7	7	200000	4096	42.7246	0.0518793	823.539
0	7	7	200000	4096	42.7246	0.0519682	822.13
0	7	7	200000	4096	42.7246	0.0536735	796.009
0	7	7	300000	4096	64.0869	0.0656975	975.484
0	7	7	300000	4096	64.0869	0.067333	951.791
0	7	7	300000	4096	64.0869	0.0667676	959.85
0	7	7	300000	4096	64.0869	0.0672328	953.208
0	7	7	300000	4096	64.0869	0.0682908	938.441
0	7	7	300000	4096	64.0869	0.0659821	971.278
0	7	7	300000	4096	64.0869	0.0677323	946.179
0	7	7	300000	4096	64.0869	0.0678946	943.918
0	7	7	300000	4096	64.0869	0.06611	969.398
0	7	7	300000	4096	64.0869	0.0648454	988.303
0	7	7	300000	4096	64.0869	0.0656355	976.407
0	7	7	300000	4096	64.0869	0.0715808	895.308
0	7	7	300000	4096	64.0869	0.0683543	937.569
0	7	7	300000	4096	64.0869	0.0666611	961.384
0	7	7	300000	4096	64.0869	0.0668154	959.163
0	7	7	300000	4096	64.0869	0.0689719	929.175
0	7	7	300000	4096	64.0869	0.066259	967.218
0	7	7	300000	4096	64.0869	0.0683476	937.661
0	7	7	300000	4096	64.0869	0.0667064	960.732
0	7	7	300000	4096	64.0869	0.0729353	878.682
0	7	7	400000	4096	85.4492	0.0761879	1121.56
0	7	7	400000	4096	85.4492	0.0777139	1099.54
0	7	7	400000	4096	85.4492	0.0784452	1089.29
0	7	7	400000	4096	85.4492	0.0896559	953.079
0	7	7	400000	4096	85.4492	0.0789584	1082.21
0	7	7	400000	4096	85.4492	0.081384	1049.95
0	7	7	400000	4096	85.4492	0.0805729	1060.52
0	7	7	400000	4096	85.4492	0.0825994	1034.5
0	7	7	400000	4096	85.4492	0.0878241	972.958
0	7	7	400000	4096	85.4492	0.0873808	977.895
0	7	7	400000	4096	85.4492	0.0802007	1065.44
0	7	7	400000	4096	85.4492	0.0743639	1149.07
0	7	7	400000	4096	85.4492	0.0817844	1044.81
0	7	7	400000	4096	85.4492	0.0866695	985.92
0	7	7	400000	4096	85.4492	0.083261	1026.28
0	7	7	400000	4096	85.4492	0.0808166	1057.32
0	7	7	400000	4096	85.4492	0.0815641	1047.63
0	7	7	400000	4096	85.4492	0.0786999	1085.76
0	7	7	400000	4096	85.4492	0.0864172	988.798
0	7	7	400000	4096	85.4492	0.0812023	1052.3
0	7	7	500000	4096	106.812	0.0897409	1190.22
0	7	7	500000	4096	106.812	0.095639	1116.82
0	7	7	500000	4096	106.812	0.0886973	1204.22
0	7	7	500000	4096	106.812	0.0957218	1115.85
0	7	7	500000	4096	106.812	0.0888219	1202.54
0	7	7	500000	4096	106.812	0.0944333	1131.08
0	7	7	500000	4096	106.812	0.0978081	1092.05
0	7	7	500000	4096	106.812	0.0940283	1135.95
0	7	7	500000	4096	106.812	0.0970396	1100.7
0	7	7	500000	4096	106.812	0.0928547	1150.31
0	7	7	500000	4096	106.812	0.0931239	1146.98
0	7	7	500000	4096	106.812	0.0971169	1099.82
0	7	7	500000	4096	106.812	0.0982531	1087.11
0	7	7	500000	4096	106.812	0.0977303	1092.92
0	7	7	500000	4096	106.812	0.0947958	1126.75
0	7	7	500000	4096	106.812	0.100912	1058.46
0	7	7	500000	4096	106.812	0.0956081	1117.18
0	7	7	500000	4096	106.812	0.0953806	1119.85
0	7	7	500000	4096	106.812	0.100824	1059.38
0	7	7	500000	4096	106.812	0.089929	1187.73
0	7	7	600000	4096	128.174	0.101882	1258.06
0	7	7	600000	4096	128.174	0.10516	1218.85
0	7	7	600000	4096	128.174	0.109585	1169.63
